,ID_HECHO,NUM_VICTIMAS,FECHA,AÑO,MES,DÍA,HORA,HH,TIPO_DE_CALLE,CALLE,COMUNA,POS X,POS Y,VICTIMA,ACUSADO
513,2019-0100,1,12/5/2019,2019,12,5,17:30:00,17,AVENIDA,DE LOS CONSTITUYENTES AV.,12,-58.49040794,-34.58368803,MOTO,AUTO
514,2019-0101,1,12/17/2019,2019,12,17,4:20:00,4,AVENIDA,"MORENO, PERITO AV.",4,-58.42102679,-34.64991178,MOTO,MOTO
515,2019-0102,1,12/17/2019,2019,12,17,14:30:00,14,CALLE,IBARROLA,9,-58.52219407,-34.64143926,MOTO,AUTO
516,2019-0103,1,12/18/2019,2019,12,18,12:30:00,12,GRAL PAZ,"PAZ, GRAL. AV.",11,-58.52169422,-34.5947164,MOTO,MOTO
517,2019-0104,1,12/21/2019,2019,12,21,4:25:00,4,AVENIDA,RIVADAVIA AV.,10,-58.47460416,-34.63206174,MOTO,AUTO
518,2019-0105,1,5/5/2019,2019,5,5,11:00:00,11,AVENIDA,SANTO TOME,10,-58.50512382,-34.61520391,PEATON,AUTO
519,2020-0001,1,1/4/2020,2020,1,4,10:40:00,10,CALLE,URIARTE,15,-58.43910409,-34.59213355,PEATON,AUTO
520,2020-0002,1,1/5/2020,2020,1,5,20:00:00,20,AVENIDA,SARAZA,7,-58.45019436,-34.64646409,MOTO,OBJETO FIJO
521,2020-0003,1,1/11/2020,2020,1,11,6:00:00,6,AVENIDA,RIVADAVIA AV.,3,-58.39337644,-34.60927582,PEATON,AUTO
522,2020-0004,1,1/14/2020,2020,1,14,21:40:00,21,AVENIDA,RODRIGUEZ PE?A,1,-58.39055614,-34.60919284,PEATON,PASAJEROS
523,2020-0005,1,1/14/2020,2020,1,14,6:00:00,6,AVENIDA,24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,MOTO,PASAJEROS
524,2020-0006,1,1/20/2020,2020,1,20,12:55:00,12,AVENIDA,LAFUENTE AV.,8,-58.44925765,-34.65412546,MOTO,CARGAS
525,2020-0007,1,1/27/2020,2020,1,27,0:37:00,0,CALLE,CHILE,1,-58.3815685,-34.61648696,PEATON,MOTO
526,2020-0008,1,1/30/2020,2020,1,30,7:10:00,7,AVENIDA,CORDOBA AV.,2,-58.40662899,-34.59804521,MOTO,CARGAS
527,2020-0009,1,2/4/2020,2020,2,4,14:50:00,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",5,-58.41985649,-34.6060085,PEATON,AUTO
528,2020-0010,1,2/8/2020,2020,2,8,5:45:00,5,AVENIDA,9 DE JULIO AV.,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO
529,2020-0011,1,2/12/2020,2020,2,12,11:29:00,11,CALLE,COLOMBRES,5,-58.41803309,-34.61823178,MOTO,CARGAS
530,2020-0012,1,2/18/2020,2020,2,18,21:00:00,21,CALLE,MEXICO,3,-58.40604003,-34.61783553,PEATON,MOTO
531,2020-0013,1,2/20/2020,2020,2,20,12:00:00,12,AVENIDA,COMBATIENTES DE MALVINAS AV.,15,-58.47549929,-34.57994061,PEATON,MOTO
532,2020-0014,1,2/27/2020,2020,2,27,2:14:00,2,CALLE,BERMUDEZ,11,-58.51398484,-34.61600366,MOTO,PASAJEROS
533,2020-0015,1,2/28/2020,2020,2,28,14:30:00,14,AVENIDA,BRASIL AV.,1,-58.36797542,-34.62519403,MOTO,PASAJEROS
534,2020-0016,1,2/29/2020,2020,2,29,13:00:00,13,AVENIDA,"ALEM, LEANDRO N. AV.",1,-58.37133616,-34.59879316,PEATON,PASAJEROS
535,2020-0017,1,3/5/2020,2020,3,5,23:00:00,23,AVENIDA,BELGRANO AV.,3,-58.39613805,-34.61413568,PEATON,AUTO
536,2020-0018,1,3/9/2020,2020,3,9,14:00:00,14,AVENIDA,"UDAONDO, GUILLERMO AV.",13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO
537,2020-0019,1,3/10/2020,2020,3,10,21:00:00,21,CALLE,CONSTITUCION,5,-58.41972364,-34.6284667,PEATON,AUTO
538,2020-0020,1,3/13/2020,2020,3,13,17:30:00,17,AVENIDA,PUEYRREDON AV.,3,-58.40571596,-34.60557123,PEATON,MOTO
539,2020-0021,1,3/14/2020,2020,3,14,16:50:00,16,CALLE,"BRAVO, MARIO",2,-58.4145159,-34.59488319,PEATON,AUTO
540,2020-0022,1,4/7/2020,2020,4,7,6:15:00,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47297505,-34.66245085,AUTO,CARGAS
541,2020-0023,1,4/9/2020,2020,4,9,18:42:00,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",4,-58.35791192,-34.63695178,AUTO,CARGAS
542,2020-0024,1,4/24/2020,2020,4,24,7:58:00,7,CALLE,MURGUIONDO,9,-58.50801713,-34.65177305,AUTO,AUTO
543,2020-0025,1,5/12/2020,2020,5,12,5:35:00,5,AVENIDA,RIVADAVIA AV.,3,-58.40258477,-34.60975108,PEATON,AUTO
544,2020-0026,1,5/17/2020,2020,5,17,6:40:00,6,AUTOPISTA,"LUGONES, LEOPOLDO AV.",14,0.0,0.0,MOTO,OBJETO FIJO
545,2020-0027,1,5/18/2020,2020,5,18,8:00:00,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",8,-58.48267426,-34.68454456,PEATON,CARGAS
546,2020-0028,1,5/19/2020,2020,5,19,10:00:00,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",15,-58.44248936,-34.60221948,PEATON,PASAJEROS
547,2020-0029,1,6/10/2020,2020,6,10,14:00:00,14,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52909134,-34.63886726,PEATON,PASAJEROS
548,2020-0030,1,6/16/2020,2020,6,16,15:00:00,15,AVENIDA,SAN MARTIN AV.,6,-58.45158942,-34.6064658,MOTO,MULTIPLE
549,2020-0031,1,6/30/2020,2020,6,30,8:00:00,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",9,-58.49344309,-34.65788529,MOTO,CARGAS
550,2020-0032,1,7/10/2020,2020,7,10,23:00:00,23,AVENIDA,CORRIENTES AV.,15,-58.44259166,-34.59635137,MOTO,AUTO
551,2020-0033,1,7/19/2020,2020,7,19,6:25:00,6,GRAL PAZ,"PAZ, GRAL. AV.",13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO
552,2020-0034,1,8/2/2020,2020,8,2,3:20:00,3,CALLE,"MITRE, BARTOLOME",3,-58.41178158,-34.60922259,PEATON,AUTO
553,2020-0035,1,8/4/2020,2020,8,4,5:30:00,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,7,-58.45068621,-34.63638927,MOTO,PASAJEROS
554,2020-0036,1,8/7/2020,2020,8,7,18:40:00,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",14,-58.42016954,-34.5877879,PEATON,MOTO
555,2020-0037,1,8/29/2020,2020,8,29,4:30:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.43850413,-34.65554754,PEATON,AUTO
556,2020-0038,2,8/30/2020,2020,8,30,4:00:00,4,AVENIDA,LAS HERAS GENERAL AV.,14,-58.40617526,-34.58345898,AUTO,AUTO
557,2020-0039,1,9/1/2020,2020,9,1,19:17:42,19,CALLE,MURGUIONDO,9,0.0,0.0,PEATON,CARGAS
558,2020-0040,1,9/12/2020,2020,9,12,3:30:00,3,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,-58.38526125,-34.5780581,AUTO,OBJETO FIJO
559,2020-0041,1,9/28/2020,2020,9,28,1:45:00,1,AVENIDA,CURAPALIGUE,7,-58.4475047,-34.63491705,MOTO,PASAJEROS
560,2020-0042,1,9/29/2020,2020,9,29,17:10:00,17,AVENIDA,"DIAZ, ANA",8,-58.46745752,-34.68192648,PEATON,PASAJEROS
561,2020-0043,1,9/30/2020,2020,9,30,17:20:00,17,AVENIDA,"ALEM, LEANDRO N. AV.",1,-58.37202621,-34.59717942,PEATON,PASAJEROS
562,2020-0044,1,10/5/2020,2020,10,5,0:20:00,0,AVENIDA,LA PLATA AV.,6,-58.42779702,-34.62207347,AUTO,AUTO
563,2020-0045,1,10/19/2020,2020,10,19,3:00:00,3,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.46244952,-34.70524971,AUTO,CARGAS
564,2020-0046,1,10/27/2020,2020,10,27,21:00:00,21,AVENIDA,NAZCA AV.,11,-58.4844016,-34.60776782,MOTO,MOTO
565,2020-0047,1,10/27/2020,2020,10,27,14:00:00,14,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,9,-58.46668375,-34.65174801,PEATON,CARGAS
566,2020-0048,1,10/29/2020,2020,10,29,20:20:00,20,AVENIDA,DORREGO AV.,15,-58.4495878,-34.59322448,MOTO,OBJETO FIJO
567,2020-0049,1,10/30/2020,2020,10,30,20:00:00,20,AVENIDA,DEL LIBERTADOR AV.,1,-58.37533517,-34.59276462,PEATON,AUTO
568,2020-0050,1,11/1/2020,2020,11,1,22:00:00,22,AVENIDA,SANTA FE AV.,14,-58.42525456,-34.57866344,PEATON,MOTO
569,2020-0051,1,11/5/2020,2020,11,5,0:40:00,0,AVENIDA,AVELLANEDA AV.,10,-58.48493828,-34.62981124,MOTO,AUTO
570,2020-0052,1,11/7/2020,2020,11,7,6:50:00,6,AVENIDA,TUCUMAN,3,-58.40480504,-34.60183884,BICICLETA,CARGAS
571,2020-0053,1,11/9/2020,2020,11,9,3:30:00,3,AVENIDA,"ALCORTA, AMANCIO AV.",4,-58.41125934,-34.6541774,AUTO,AUTO
572,2020-0054,1,11/19/2020,2020,11,19,9:00:00,9,CALLE,INCLAN,4,-58.39956546,-34.6297708,BICICLETA,AUTO
573,2020-0055,1,11/19/2020,2020,11,19,12:30:00,12,AVENIDA,OLAZABAL AV.,12,-58.49005682,-34.5786897,PEATON,CARGAS
574,2020-0056,1,11/21/2020,2020,11,21,13:00:00,13,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,MOTO,CARGAS
575,2020-0057,1,11/23/2020,2020,11,23,7:45:00,7,AVENIDA,NAZCA AV.,11,-58.4750156,-34.61945902,PEATON,AUTO
576,2020-0058,1,11/24/2020,2020,11,24,16:00:00,16,AVENIDA,OLIVERA AV.,10,-58.48727942,-34.63652467,PEATON,AUTO
577,2020-0059,1,12/1/2020,2020,12,1,6:35:00,6,CALLE,BRASIL,1,-58.3795169,-34.62794241,PEATON,PASAJEROS
578,2020-0060,1,12/3/2020,2020,12,3,20:30:00,20,AVENIDA,HOMERO,9,-58.47750832,-34.65672199,PEATON,MOTO
579,2020-0061,1,12/3/2020,2020,12,3,14:40:00,14,AUTOPISTA,"CANTILO, INT.",13,-58.44927253,-34.54048625,MOTO,CARGAS
580,2020-0062,1,12/4/2020,2020,12,4,17:19:00,17,CALLE,MORENO,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS
581,2020-0063,2,12/5/2020,2020,12,5,7:10:00,7,CALLE,NUEVA YORK,11,-58.52783814,-34.61047001,PEATON,MOTO
582,2020-0065,1,12/5/2020,2020,12,5,16:00:00,16,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.49332664,-34.54836855,MOTO,AUTO
583,2020-0066,1,12/7/2020,2020,12,7,4:30:00,4,AUTOPISTA,AUTOPISTA PERITO MORENO,10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO
584,2020-0067,1,12/11/2020,2020,12,11,22:00:00,22,AVENIDA,SAENZ AV.,4,-58.41657793,-34.65476216,PEATON,PASAJEROS
585,2020-0068,1,12/12/2020,2020,12,12,20:30:00,20,AVENIDA,DEL LIBERTADOR AV.,2,-58.39731474,-34.58307887,MOTO,AUTO
586,2020-0069,1,12/15/2020,2020,12,15,5:20:00,5,AVENIDA,INDEPENDENCIA AV.,1,-58.38746381,-34.61790839,MOTO,PASAJEROS
587,2020-0070,1,12/17/2020,2020,12,17,15:35:00,15,AVENIDA,CALLAO AV.,2,-58.39189441,-34.59176378,PEATON,PASAJEROS
588,2020-0071,1,12/17/2020,2020,12,17,23:00:00,23,AVENIDA,SAN PEDRITO AV.,7,-58.46749188,-34.63551751,PEATON,AUTO
589,2020-0072,1,12/19/2020,2020,12,19,3:30:00,3,AVENIDA,JUJUY AV.,3,-58.40280471,-34.62113271,BICICLETA,AUTO
590,2020-0073,1,12/20/2020,2020,12,20,7:40:00,7,AVENIDA,27 DE FEBRERO AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO
591,2020-0074,1,12/20/2020,2020,12,20,21:00:00,21,AVENIDA,BOGOTA,7,-58.47110424,-34.62742408,AUTO,AUTO
592,2020-0075,1,12/23/2020,2020,12,23,14:00:00,14,AVENIDA,CORRIENTES AV.,1,-58.38220928,-34.60373898,PEATON,PASAJEROS
593,2020-0076,1,12/24/2020,2020,12,24,12:30:00,12,AVENIDA,ALVAREZ JONTE AV.,10,-58.49794468,-34.61565025,AUTO,PASAJEROS
594,2020-0077,2,12/25/2020,2020,12,25,6:40:00,6,AVENIDA,SAN MARTIN AV.,15,-58.47220945,-34.60111373,MOTO,AUTO
595,2020-0078,1,12/25/2020,2020,12,25,5:50:00,5,CALLE,BARCO CENTENERA DEL,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS
596,2020-0079,1,12/27/2020,2020,12,27,4:15:00,4,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO
597,2021-0001,1,1/6/2021,2021,1,6,18:00:00,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.37960727,-34.62622851,MOTO,AUTO
598,2021-0002,1,1/7/2021,2021,1,7,10:20:00,10,AVENIDA,"CASTRO, EMILIO AV.",9,-58.51061062,-34.64972472,MOTO,CARGAS
599,2021-0003,1,1/10/2021,2021,1,10,7:40:00,7,AUTOPISTA,AUTOPISTA 25 DE MAYO,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO
600,2021-0004,1,1/11/2021,2021,1,11,9:12:18,9,AVENIDA,CASEROS AV.,5,-58.41455544,-34.63866836,PEATON,CARGAS
601,2021-0005,1,1/11/2021,2021,1,11,21:30:00,21,AVENIDA,"PERON, EVA AV.",9,-58.46774439,-34.64730145,PEATON,AUTO
602,2021-0006,1,1/12/2021,2021,1,12,21:00:00,21,AUTOPISTA,AUTOPISTA ARTURO ILLIA,14,-58.40786274,-34.56726817,MOTO,CARGAS
603,2021-0007,1,1/18/2021,2021,1,18,10:00:00,10,AVENIDA,DE LOS CONSTITUYENTES AV.,15,-58.48744301,-34.58622275,MOTO,MOTO
604,2021-0008,1,1/22/2021,2021,1,22,23:30:00,23,AVENIDA,SAENZ AV.,4,-58.41657793,-34.65476216,PEATON,PASAJEROS
605,2021-0009,1,1/23/2021,2021,1,23,5:30:00,5,AVENIDA,PAYSANDU,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO
606,2021-0010,1,1/23/2021,2021,1,23,8:00:00,8,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.5007381,-34.5497951,MOTO,AUTO
607,2021-0011,1,1/27/2021,2021,1,27,1:04:26,1,AVENIDA,SANTA FE AV.,2,-58.39144148,-34.59564871,PEATON,AUTO
608,2021-0012,1,1/29/2021,2021,1,29,20:07:22,20,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",8,-58.48191128,-34.68385968,PEATON,AUTO
609,2021-0013,1,1/31/2021,2021,1,31,6:10:00,6,AVENIDA,"FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO
610,2021-0014,1,2/2/2021,2021,2,2,0:50:00,0,AVENIDA,SAN MARTIN AV.,15,-58.48328708,-34.59779521,PEATON,AUTO
611,2021-0015,1,2/6/2021,2021,2,6,3:05:00,3,AVENIDA,SAN MARTIN AV.,15,-58.49018543,-34.5972499,MOTO,OBJETO FIJO
612,2021-0016,1,2/14/2021,2021,2,14,5:50:00,5,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO
613,2021-0017,1,2/17/2021,2021,2,17,4:10:00,4,AVENIDA,SALTA,1,-58.38262614,-34.63168269,MOTO,PASAJEROS
614,2021-0018,1,2/20/2021,2021,2,20,19:00:00,19,CALLE,"JAURES, JEAN",3,-58.41047268,-34.60793518,PEATON,AUTO
615,2021-0019,1,2/21/2021,2021,2,21,1:20:00,1,AVENIDA,TRIUNVIRATO AV.,12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO
616,2021-0020,1,2/21/2021,2021,2,21,15:00:00,15,CALLE,POTOSI,5,-58.42462955,-34.60727189,PEATON,CARGAS
617,2021-0021,1,2/26/2021,2021,2,26,5:30:00,5,CALLE,"YRIGOYEN, HIPOLITO",3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO
618,2021-0022,1,2/28/2021,2021,2,28,12:00:00,12,AVENIDA,DEL LIBERTADOR AV.,13,-58.45157681,-34.55217303,PASAJEROS,AUTO
619,2021-0023,1,3/1/2021,2021,3,1,9:20:00,9,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,4,0.0,0.0,MOTO,CARGAS
620,2021-0024,1,3/3/2021,2021,3,3,16:30:00,16,AVENIDA,"PERON, EVA AV.",9,-58.49573651,-34.67006054,BICICLETA,CARGAS
621,2021-0025,1,3/11/2021,2021,3,11,3:45:00,3,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.48695354,-34.68795245,MOTO,OTRO
622,2021-0026,1,3/15/2021,2021,3,15,2:35:00,2,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO
623,2021-0027,1,3/16/2021,2021,3,16,15:30:00,15,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.49491054,-34.54795581,MOTO,CARGAS
624,2021-0028,1,3/29/2021,2021,3,29,17:20:00,17,AVENIDA,COREA AV.,7,-58.44147621,-34.64357704,PEATON,PASAJEROS
625,2021-0029,1,3/31/2021,2021,3,31,18:05:00,18,AVENIDA,"FALCON, RAMON L.,CNEL.",7,-58.46899119,-34.63215432,AUTO,AUTO
626,2021-0030,1,4/3/2021,2021,4,3,18:30:00,18,CALLE,FINOCHIETTO ENRIQUE DR.,4,-58.38685612,-34.63455776,PEATON,PASAJEROS
627,2021-0031,1,4/7/2021,2021,4,7,10:29:00,10,AVENIDA,9 DE JULIO AV.,1,-58.38113667,-34.61765323,PEATON,CARGAS
628,2021-0032,1,4/10/2021,2021,4,10,19:55:00,19,AUTOPISTA,"CANTILO, INT.",13,-58.44112678,-34.54538956,PEATON,MOTO
629,2021-0033,1,4/14/2021,2021,4,14,17:50:00,17,AUTOPISTA,AUTOPISTA 25 DE MAYO,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO
630,2021-0034,1,4/19/2021,2021,4,19,14:40:00,14,AVENIDA,"ALCORTA, AMANCIO AV.",4,-58.40184094,-34.64546845,MOTO,CARGAS
631,2021-0035,1,5/3/2021,2021,5,3,9:20:00,9,AVENIDA,"JANER, ANA MARIA",8,-58.44642231,-34.65679806,MOTO,CARGAS
632,2021-0036,1,5/9/2021,2021,5,9,6:00:00,6,GRAL PAZ,"PAZ, GRAL. AV.",11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO
633,2021-0037,1,5/11/2021,2021,5,11,7:10:00,7,AVENIDA,MONROE,13,-58.46649069,-34.56219075,PEATON,PASAJEROS
634,2021-0038,1,5/14/2021,2021,5,14,11:40:00,11,AVENIDA,"JUSTO, JUAN B. AV.",14,-58.42653328,-34.57816791,MOTO,CARGAS
635,2021-0039,1,5/15/2021,2021,5,15,12:09:00,12,AVENIDA,OLIDEN,9,-58.50407099,-34.65303372,BICICLETA,AUTO
636,2021-0040,1,5/20/2021,2021,5,20,5:50:00,5,GRAL PAZ,"PAZ, GRAL. AV.",13,-58.46743471,-34.53476874,MOTO,AUTO
637,2021-0041,1,5/20/2021,2021,5,20,8:30:00,8,AVENIDA,DEL LIBERTADOR AV.,14,-58.40986646,-34.5772806,PEATON,PASAJEROS
638,2021-0042,1,5/21/2021,2021,5,21,5:00:00,5,AVENIDA,RIVADAVIA AV.,9,-58.51739138,-34.63931792,PEATON,PASAJEROS
639,2021-0043,1,5/22/2021,2021,5,22,18:26:00,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.50719962,-34.65556223,PEATON,AUTO
640,2021-0044,1,5/25/2021,2021,5,25,2:00:00,2,AVENIDA,"PERON, EVA AV.",9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO
641,2021-0045,1,5/26/2021,2021,5,26,17:24:00,17,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37709334,-34.64035082,MOTO,MULTIPLE
642,2021-0046,1,5/31/2021,2021,5,31,2:00:00,2,AVENIDA,ELCANO AV.,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO
643,2021-0047,1,6/2/2021,2021,6,2,16:00:00,16,AVENIDA,"VEDIA, AGUSTIN DE",4,-58.42190745,-34.65633192,MOTO,AUTO
644,2021-0048,1,6/3/2021,2021,6,3,9:58:00,9,AVENIDA,CAPDEVILA,12,-58.49026573,-34.5698141,BICICLETA,AUTO
645,2021-0049,1,6/3/2021,2021,6,3,20:30:00,20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45410344,-34.66902702,AUTO,AUTO
646,2021-0050,1,6/10/2021,2021,6,10,13:30:00,13,AVENIDA,DEL LIBERTADOR AV.,13,-58.44751621,-34.55719892,MOTO,PASAJEROS
647,2021-0051,1,6/15/2021,2021,6,15,19:20:00,19,AVENIDA,27 DE FEBRERO AV.,4,-58.42040352,-34.66005171,PEATON,CARGAS
648,2021-0052,1,6/20/2021,2021,6,20,5:40:00,5,GRAL PAZ,"PAZ, GRAL. AV.",8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO
649,2021-0053,1,6/20/2021,2021,6,20,12:00:00,12,AVENIDA,CORRIENTES AV.,15,-58.44399875,-34.5947736,PEATON,BICICLETA
650,2021-0054,1,6/22/2021,2021,6,22,14:44:00,14,CALLE,TABARE,4,-58.42759813,-34.65463857,MOTO,CARGAS
651,2021-0055,1,6/29/2021,2021,6,29,12:20:00,12,AVENIDA,CORRIENTES AV.,3,-58.40547222,-34.60456293,MOTO,CARGAS
652,2021-0056,1,7/9/2021,2021,7,9,23:25:00,23,AVENIDA,CORRALES,4,-58.42473018,-34.6500828,BICICLETA,AUTO
653,2021-0057,1,7/10/2021,2021,7,10,23:30:00,23,AUTOPISTA,AUTOPISTA ARTURO ILLIA,2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO
654,2021-0058,1,7/21/2021,2021,7,21,0:40:00,0,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.48941042,-34.54596153,PEATON,AUTO
655,2021-0059,1,7/22/2021,2021,7,22,1:20:00,1,AVENIDA,"GARAY, JUAN DE AV.",3,-58.3964074,-34.62783085,AUTO,OBJETO FIJO
656,2021-0060,1,7/22/2021,2021,7,22,12:30:00,12,AVENIDA,"SALGUERO, JERONIMO",5,-58.41971993,-34.6111224,PEATON,PASAJEROS
657,2021-0061,1,7/24/2021,2021,7,24,9:15:00,9,AVENIDA,"MORENO, PERITO AV.",4,-58.40544588,-34.65012801,PEATON,CARGAS
658,2021-0062,1,7/27/2021,2021,7,27,7:16:00,7,AVENIDA,LA PLATA AV.,4,-58.42003882,-34.64645957,AUTO,CARGAS
659,2021-0063,1,8/2/2021,2021,8,2,4:40:00,4,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",7,-58.46851293,-34.63348678,AUTO,AUTO
660,2021-0064,1,8/2/2021,2021,8,2,20:00:00,20,GRAL PAZ,"PAZ, GRAL. AV.",9,-58.52931141,-34.65422917,PEATON,CARGAS
661,2021-0065,1,8/6/2021,2021,8,6,8:30:00,8,AVENIDA,SAN JUAN AV.,6,-58.42675754,-34.6269973,PEATON,PASAJEROS
662,2021-0066,1,8/6/2021,2021,8,6,20:00:00,20,AVENIDA,LOPE DE VEGA AV.,11,-58.52933723,-34.61098186,PEATON,PASAJEROS
663,2021-0067,1,8/8/2021,2021,8,8,9:29:00,9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO
664,2021-0068,1,8/15/2021,2021,8,15,6:10:00,6,AVENIDA,"BEIRO, FRANCISCO AV.",11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO
665,2021-0069,1,8/20/2021,2021,8,20,17:15:00,17,AVENIDA,SANTA FE AV.,14,-58.41354692,-34.5869768,PEATON,AUTO
666,2021-0070,1,8/28/2021,2021,8,28,8:30:00,8,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL",8,-58.43960781,-34.65470804,MOTO,CARGAS
667,2021-0071,1,8/31/2021,2021,8,31,16:00:00,16,CALLE,SAN LUIS,3,-58.4045461,-34.60003693,PEATON,MOTO
668,2021-0072,1,9/1/2021,2021,9,1,19:10:00,19,AVENIDA,CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,AUTO
669,2021-0073,1,9/18/2021,2021,9,18,12:20:00,12,AVENIDA,DEL LIBERTADOR AV.,2,-58.39391034,-34.58405348,BICICLETA,AUTO
670,2021-0074,1,9/20/2021,2021,9,20,15:00:00,15,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.5007381,-34.5497951,MOTO,MULTIPLE
671,2021-0075,1,9/21/2021,2021,9,21,14:30:00,14,CALLE,SALTA,1,-58.38281301,-34.62786038,PEATON,CARGAS
672,2021-0076,1,10/16/2021,2021,10,16,6:15:00,6,AVENIDA,"MORENO, PERITO AV.",7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO
673,2021-0077,1,10/18/2021,2021,10,18,7:20:00,7,AVENIDA,DIRECTORIO AV.,6,-58.44402387,-34.62933109,MOTO,CARGAS
674,2021-0078,1,10/23/2021,2021,10,23,6:35:00,6,AVENIDA,INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,MOTO,PASAJEROS
675,2021-0079,1,10/25/2021,2021,10,25,3:30:00,3,CALLE,TUCUMAN,3,-58.40944147,-34.60097942,PEATON,AUTO
676,2021-0080,1,10/28/2021,2021,10,28,16:16:00,16,AVENIDA,ARENALES,1,-58.38277479,-34.5943016,MOTO,AUTO
677,2021-0081,1,11/2/2021,2021,11,2,13:35:00,13,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37627355,-34.63800916,MOTO,CARGAS
678,2021-0082,1,11/6/2021,2021,11,6,4:39:00,4,AUTOPISTA,AUTOPISTA 25 DE MAYO,3,-58.39591856,-34.62453459,MOTO,AUTO
679,2021-0083,1,11/9/2021,2021,11,9,0:35:00,0,AVENIDA,CABILDO AV.,13,-58.45829717,-34.56015762,MOTO,AUTO
680,2021-0084,1,11/11/2021,2021,11,11,3:00:00,3,AVENIDA,TAPALQUE,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO
681,2021-0085,1,11/20/2021,2021,11,20,18:30:00,18,GRAL PAZ,"PAZ, GRAL. AV.",12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO
682,2021-0086,1,11/25/2021,2021,11,25,10:10:00,10,AVENIDA,RIVADAVIA AV.,6,-58.44864864,-34.62352826,PEATON,PASAJEROS
683,2021-0087,1,11/27/2021,2021,11,27,11:22:00,11,CALLE,ESMERALDA,1,-58.37795815,-34.59167894,PEATON,BICICLETA
